location,buckwalter,part of speech,treebank,arabic,meaning
(18:87:4:1),Zalama,V,STEM|POS:V|PERF|LEM:Zalama|ROOT:Zlm|3MS,ظَلَمَ,
(18:87:5:1),fa,REM,PREFIX|f:REM+,فَ,
(18:87:5:2),sawofa,FUT,STEM|POS:FUT|LEM:sawof,سَوْفَ,
(18:87:6:1),nuEa*~ibu,V,STEM|POS:V|IMPF|(II)|LEM:Ea*~aba|ROOT:E*b|1P,نُعَذِّبُ,
(18:87:6:2),hu,,PRON,هُ,
(18:87:7:1),vum~a,CONJ,STEM|POS:CONJ|LEM:vum~,ثُمَّ,
(18:87:8:1),yurad~u,V,STEM|POS:V|IMPF|PASS|LEM:rad~a|ROOT:rdd|3MS,يُرَدُّ,
(18:87:9:1),<ilaY`,P,STEM|POS:P|LEM:<ilaY`,إِلَىٰ,
(18:87:10:1),rab~i,N,STEM|POS:N|LEM:rab~|ROOT:rbb|M|GEN,رَبِّ,
(18:87:10:2),hi.,PRON,SUFFIX|PRON:3MS,هِ.,
(18:87:11:1),fa,CONJ,PREFIX|f:CONJ+,فَ,
(18:87:11:2),yuEa*~ibu,V,STEM|POS:V|IMPF|(II)|LEM:Ea*~aba|ROOT:E*b|3MS,يُعَذِّبُ,
(18:87:11:3),hu,,PRON,هُ,
(18:87:12:1),Ea*aAbFA,N,STEM|POS:N|LEM:Ea*aAb|ROOT:E*b|M|INDEF|ACC,عَذَابًا,
(18:87:13:1),n~ukorFA,ADJ,STEM|POS:ADJ|LEM:n~ukor|ROOT:nkr|MS|INDEF|ACC,نُّكْرًا,
(18:88:1:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(18:88:1:2),>am~aA,EXL,STEM|POS:EXL|LEM:>am~aA,أَمَّا,
(18:88:2:1),mano,COND,STEM|POS:COND|LEM:man,مَنْ,
(18:88:3:1),'aAmana,V,STEM|POS:V|PERF|(IV)|LEM:'aAmana|ROOT:Amn|3MS,ءَامَنَ,
(18:88:4:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(18:88:4:2),Eamila,V,STEM|POS:V|PERF|LEM:Eamila|ROOT:Eml|3MS,عَمِلَ,
(18:88:5:1),Sa`liHFA,N,STEM|POS:N|ACT|PCPL|LEM:Sa`liH|ROOT:SlH|M|INDEF|ACC,صَٰلِحًا,
(18:88:6:1),fa,REM,PREFIX|f:REM+,فَ,
(18:88:6:2),la,P,PREFIX|l:P+,لَ,
(18:88:6:3),hu,,PRON,هُ,
(18:88:7:1),jazaA^'F,N,STEM|POS:N|LEM:jazaA^'|ROOT:jzy|M|INDEF|ACC,جَزَا^ءً,
(18:88:8:1),{lo,DET,PREFIX|Al+,ٱلْ,
(18:88:8:2),HusonaY`,ADJ,STEM|POS:ADJ|LEM:HusonaY`|ROOT:Hsn|FS|NOM,حُسْنَىٰ,
(18:88:9:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(18:88:9:2),sa,FUT,PREFIX|sa+,سَ,
(18:88:9:3),naquwlu,V,STEM|POS:V|IMPF|LEM:qaAla|ROOT:qwl|1P,نَقُولُ,
(18:88:10:1),la,P,PREFIX|l:P+,لَ,
(18:88:10:2),hu,,PRON,هُ,
(18:88:11:1),mino,P,STEM|POS:P|LEM:min,مِنْ,
(18:88:12:1),>amori,N,STEM|POS:N|LEM:>amor|ROOT:Amr|M|GEN,أَمْرِ,
(18:88:12:2),naA,PRON,SUFFIX|PRON:1P,نَا,
(18:88:13:1),yusorFA,N,STEM|POS:N|LEM:yusor|ROOT:ysr|M|INDEF|ACC,يُسْرًا,
(18:89:1:1),vum~a,CONJ,STEM|POS:CONJ|LEM:vum~,ثُمَّ,
(18:89:2:1),>atobaEa,V,STEM|POS:V|PERF|(IV)|LEM:>atobaEa|ROOT:tbE|3MS,أَتْبَعَ,
(18:89:3:1),sababFA,N,STEM|POS:N|LEM:sabab|ROOT:sbb|M|INDEF|ACC,سَبَبًا,
(18:90:1:1),Hat~aY`^,INC,STEM|POS:INC|LEM:Hat~aY`,حَتَّىٰ^,
(18:90:2:1),<i*aA,T,STEM|POS:T|LEM:<i*aA,إِذَا,
(18:90:3:1),balaga,V,STEM|POS:V|PERF|LEM:balaga|ROOT:blg|3MS,بَلَغَ,
(18:90:4:1),maToliEa,N,STEM|POS:N|LEM:maToliE|ROOT:TlE|M|ACC,مَطْلِعَ,
(18:90:5:1),{l,DET,PREFIX|Al+,ٱل,
(18:90:5:2),$~amosi,N,STEM|POS:N|LEM:$amos|ROOT:$ms|F|GEN,شَّمْسِ,
(18:90:6:1),wajada,V,STEM|POS:V|PERF|LEM:wajada|ROOT:wjd|3MS,وَجَدَ,
(18:90:6:2),haA,PRON,SUFFIX|PRON:3FS,هَا,
(18:90:7:1),taToluEu,V,STEM|POS:V|IMPF|LEM:TalaEat|ROOT:TlE|3FS,تَطْلُعُ,
(18:90:8:1),EalaY`,P,STEM|POS:P|LEM:EalaY`,عَلَىٰ,
(18:90:9:1),qawomK,N,STEM|POS:N|LEM:qawom|ROOT:qwm|M|INDEF|GEN,قَوْمٍ,
(18:90:10:1),l~amo,NEG,STEM|POS:NEG|LEM:lam,لَّمْ,
(18:90:11:1),najoEal,V,STEM|POS:V|IMPF|LEM:jaEala|ROOT:jEl|1P|MOOD:JUS,نَجْعَل,
(18:90:12:1),l~a,P,PREFIX|l:P+,لَّ,
(18:90:12:2),hum,PRON,STEM|POS:PRON|3MP,هُم,
(18:90:13:1),m~in,P,STEM|POS:P|LEM:min,مِّن,
(18:90:14:1),duwni,N,STEM|POS:N|LEM:duwn|ROOT:dwn|GEN,دُونِ,
(18:90:14:2),haA,PRON,SUFFIX|PRON:3FS,هَا,
(18:90:15:1),sitorFA,N,STEM|POS:N|LEM:sitor|ROOT:str|M|INDEF|ACC,سِتْرًا,
(18:91:1:1),ka,P,PREFIX|ka+,كَ,
(18:91:1:2),*a`lika,DEM,STEM|POS:DEM|LEM:*a`lik|MS,ذَٰلِكَ,
(18:91:2:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(18:91:2:2),qado,CERT,STEM|POS:CERT|LEM:qad,قَدْ,
(18:91:3:1),>aHaTo,V,STEM|POS:V|PERF|(IV)|LEM:>aHaATa|ROOT:HwT|1P,أَحَطْ,
(18:91:3:2),naA,PRON,SUFFIX|PRON:1P,نَا,
(18:91:4:1),bi,P,PREFIX|bi+,بِ,
(18:91:4:2),maA,REL,STEM|POS:REL|LEM:maA,مَا,
(18:91:5:1),ladayo,LOC,STEM|POS:LOC|LEM:laday,لَدَيْ,
(18:91:5:2),hi,PRON,SUFFIX|PRON:3MS,هِ,
(18:91:6:1),xuborFA,N,STEM|POS:N|LEM:xubor|ROOT:xbr|M|INDEF|ACC,خُبْرًا,
(18:92:1:1),vum~a,CONJ,STEM|POS:CONJ|LEM:vum~,ثُمَّ,
(18:92:2:1),>atobaEa,V,STEM|POS:V|PERF|(IV)|LEM:>atobaEa|ROOT:tbE|3MS,أَتْبَعَ,
(18:92:3:1),sababFA,N,STEM|POS:N|LEM:sabab|ROOT:sbb|M|INDEF|ACC,سَبَبًا,
(18:93:1:1),Hat~aY`^,INC,STEM|POS:INC|LEM:Hat~aY`,حَتَّىٰ^,
(18:93:2:1),<i*aA,T,STEM|POS:T|LEM:<i*aA,إِذَا,
(18:93:3:1),balaga,V,STEM|POS:V|PERF|LEM:balaga|ROOT:blg|3MS,بَلَغَ,
(18:93:4:1),bayona,LOC,STEM|POS:LOC|LEM:bayon|ROOT:byn|ACC,بَيْنَ,
(18:93:5:1),{l,DET,PREFIX|Al+,ٱل,
(18:93:5:2),s~ad~ayoni,N,STEM|POS:N|LEM:sad~|ROOT:sdd|MD|NOM,سَّدَّيْنِ,
(18:93:6:1),wajada,V,STEM|POS:V|PERF|LEM:wajada|ROOT:wjd|3MS,وَجَدَ,
(18:93:7:1),min,P,STEM|POS:P|LEM:min,مِن,
(18:93:8:1),duwni,N,STEM|POS:N|LEM:duwn|ROOT:dwn|GEN,دُونِ,
(18:93:8:2),himaA,PRON,SUFFIX|PRON:3MD,هِمَا,
(18:93:9:1),qawomFA,N,STEM|POS:N|LEM:qawom|ROOT:qwm|M|INDEF|ACC,قَوْمًا,
(18:93:10:1),l~aA,NEG,STEM|POS:NEG|LEM:laA,لَّا,
(18:93:11:1),yakaAdu,V,STEM|POS:V|IMPF|LEM:kaAda|ROOT:kwd|SP:kaAd|3MP,يَكَادُ,
(18:93:11:2),wna,PRON,SUFFIX|PRON:3MP,ونَ,
(18:93:12:1),yafoqahu,V,STEM|POS:V|IMPF|LEM:yafoqahu|ROOT:fqh|3MP,يَفْقَهُ,
(18:93:12:2),wna,PRON,SUFFIX|PRON:3MP,ونَ,
(18:93:13:1),qawolFA,N,STEM|POS:N|VN|LEM:qawol|ROOT:qwl|M|INDEF|ACC,قَوْلًا,
(18:94:1:1),qaAlu,V,STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MP,قَالُ,
(18:94:1:2),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(18:94:2:1),ya`,VOC,PREFIX|ya+,يَٰ,
(18:94:2:2),*aA,N,STEM|POS:N|LEM:*aA|MS|ACC,ذَا,
(18:94:3:1),{lo,DET,PREFIX|Al+,ٱلْ,
(18:94:3:2),qaronayoni,N,STEM|POS:N|LEM:qaron|ROOT:qrn|MD|GEN,قَرْنَيْنِ,
(18:94:4:1),<in~a,ACC,STEM|POS:ACC|LEM:<in~|SP:<in~,إِنَّ,
(18:94:5:1),ya>ojuwja,PN,STEM|POS:PN|LEM:ya>ojuwj|ACC,يَأْجُوجَ,
(18:94:6:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(18:94:6:2),ma>ojuwja,PN,STEM|POS:PN|LEM:ma>ojuwj|ACC,مَأْجُوجَ,
(18:94:7:1),mufosiduwna,N,STEM|POS:N|ACT|PCPL|(IV)|LEM:mufosid|ROOT:fsd|MP|NOM,مُفْسِدُونَ,
(18:94:8:1),fiY,P,STEM|POS:P|LEM:fiY,فِى,
(18:94:9:1),{lo,DET,PREFIX|Al+,ٱلْ,
(18:94:9:2),>aroDi,N,STEM|POS:N|LEM:>aroD|ROOT:ArD|F|GEN,أَرْضِ,
(18:94:10:1),fa,REM,PREFIX|f:REM+,فَ,
(18:94:10:2),halo,INTG,STEM|POS:INTG|LEM:hal,هَلْ,
(18:94:11:1),najoEalu,V,STEM|POS:V|IMPF|LEM:jaEala|ROOT:jEl|1P,نَجْعَلُ,
(18:94:12:1),la,P,PREFIX|l:P+,لَ,
(18:94:12:2),ka,PRON,STEM|POS:PRON|2MS,كَ,
(18:94:13:1),xarojFA,N,STEM|POS:N|LEM:xaroj|ROOT:xrj|M|INDEF|ACC,خَرْجًا,
(18:94:14:1),EalaY`^,P,STEM|POS:P|LEM:EalaY`,عَلَىٰ^,
(18:94:15:1),>an,SUB,STEM|POS:SUB|LEM:>an,أَن,
(18:94:16:1),tajoEala,V,STEM|POS:V|IMPF|LEM:jaEala|ROOT:jEl|2MS|MOOD:SUBJ,تَجْعَلَ,
(18:94:17:1),bayona,LOC,STEM|POS:LOC|LEM:bayon|ROOT:byn|ACC,بَيْنَ,
(18:94:17:2),naA,PRON,SUFFIX|PRON:1P,نَا,
(18:94:18:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(18:94:18:2),bayona,LOC,STEM|POS:LOC|LEM:bayon|ROOT:byn|ACC,بَيْنَ,
(18:94:18:3),humo,PRON,SUFFIX|PRON:3MP,هُمْ,
(18:94:19:1),sad~FA,N,STEM|POS:N|LEM:sad~|ROOT:sdd|M|INDEF|ACC,سَدًّا,
(18:95:1:1),qaAla,V,STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS,قَالَ,
(18:95:2:1),maA,REL,STEM|POS:REL|LEM:maA,مَا,
(18:95:3:1),mak~a,V,STEM|POS:V|PERF|(II)|LEM:mak~a|ROOT:mkn|3MS,مَكَّ,
(18:95:3:2),n~iY,PRON,SUFFIX|PRON:1S,نِّى,
(18:95:4:1),fiy,P,STEM|POS:P|LEM:fiY,فِي,
(18:95:4:2),hi,PRON,SUFFIX|PRON:3MS,هِ,
(18:95:5:1),rab~i,N,STEM|POS:N|LEM:rab~|ROOT:rbb|M|NOM,رَبِّ,
(18:95:5:2),Y,PRON,SUFFIX|PRON:1S,ى,
(18:95:6:1),xayorN,ADJ,STEM|POS:ADJ|LEM:xayor|ROOT:xyr|MS|INDEF|NOM,خَيْرٌ,
(18:95:7:1),fa,REM,PREFIX|f:REM+,فَ,
(18:95:7:2),>aEiynu,V,STEM|POS:V|IMPV|(IV)|LEM:>aEaAna|ROOT:Ewn|2MP,أَعِينُ,
(18:95:7:3),w,PRON,SUFFIX|PRON:2MP,و,
(18:95:7:4),niY,PRON,SUFFIX|PRON:1S,نِى,
(18:95:8:1),bi,P,PREFIX|bi+,بِ,
(18:95:8:2),quw~apK,N,STEM|POS:N|LEM:quw~ap|ROOT:qwy|F|INDEF|GEN,قُوَّةٍ,
(18:95:9:1),>ajoEalo,V,STEM|POS:V|IMPF|LEM:jaEala|ROOT:jEl|1S|MOOD:JUS,أَجْعَلْ,
(18:95:10:1),bayona,LOC,STEM|POS:LOC|LEM:bayon|ROOT:byn|ACC,بَيْنَ,
(18:95:10:2),kumo,PRON,SUFFIX|PRON:2MP,كُمْ,
(18:95:11:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(18:95:11:2),bayona,LOC,STEM|POS:LOC|LEM:bayon|ROOT:byn|ACC,بَيْنَ,
(18:95:11:3),humo,PRON,SUFFIX|PRON:3MP,هُمْ,
(18:95:12:1),radomFA,N,STEM|POS:N|LEM:radom|ROOT:rdm|M|INDEF|ACC,رَدْمًا,
(18:96:1:1),'aAtu,V,STEM|POS:V|IMPV|(IV)|LEM:A^taY|ROOT:Aty|2MP,ءَاتُ,
(18:96:1:2),w,PRON,SUFFIX|PRON:2MP,و,
(18:96:1:3),niY,PRON,SUFFIX|PRON:1S,نِى,
(18:96:2:1),zubara,N,STEM|POS:N|LEM:zubar|ROOT:zbr|MP|ACC,زُبَرَ,
(18:96:3:1),{lo,DET,PREFIX|Al+,ٱلْ,
(18:96:3:2),Hadiydi,N,STEM|POS:N|LEM:Hadiyd|ROOT:Hdd|M|GEN,حَدِيدِ,
(18:96:4:1),Hat~aY`^,INC,STEM|POS:INC|LEM:Hat~aY`,حَتَّىٰ^,
(18:96:5:1),<i*aA,T,STEM|POS:T|LEM:<i*aA,إِذَا,
(18:96:6:1),saAwaY`,V,STEM|POS:V|PERF|(III)|LEM:saAwaY`|ROOT:swy|3MS,سَاوَىٰ,
(18:96:7:1),bayona,LOC,STEM|POS:LOC|LEM:bayon|ROOT:byn|ACC,بَيْنَ,
(18:96:8:1),{l,DET,PREFIX|Al+,ٱل,
(18:96:8:2),S~adafayoni,N,STEM|POS:N|LEM:S~adafayon|ROOT:Sdf|MD|NOM,صَّدَفَيْنِ,
(18:96:9:1),qaAla,V,STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS,قَالَ,
(18:96:10:1),{nfuxu,V,STEM|POS:V|IMPV|LEM:nafaxa|ROOT:nfx|2MP,ٱنفُخُ,
(18:96:10:2),wA@,PRON,SUFFIX|PRON:2MP,وا@,
(18:96:11:1),Hat~aY`^,INC,STEM|POS:INC|LEM:Hat~aY`,حَتَّىٰ^,
(18:96:12:1),<i*aA,T,STEM|POS:T|LEM:<i*aA,إِذَا,
(18:96:13:1),jaEala,V,STEM|POS:V|PERF|LEM:jaEala|ROOT:jEl|3MS,جَعَلَ,
(18:96:13:2),hu,,PRON,هُ,
(18:96:14:1),naArFA,N,STEM|POS:N|LEM:naAr|ROOT:nwr|F|INDEF|ACC,نَارًا,
(18:96:15:1),qaAla,V,STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS,قَالَ,
(18:96:16:1),'aAtu,V,STEM|POS:V|IMPV|(IV)|LEM:A^taY|ROOT:Aty|2MP,ءَاتُ,
(18:96:16:2),w,PRON,SUFFIX|PRON:2MP,و,
(18:96:16:3),niY^,PRON,SUFFIX|PRON:1S,نِى^,
(18:96:17:1),>uforigo,V,STEM|POS:V|IMPF|(IV)|LEM:>aforigo|ROOT:frg|1S|MOOD:JUS,أُفْرِغْ,
(18:96:18:1),Ealayo,P,STEM|POS:P|LEM:EalaY`,عَلَيْ,
(18:96:18:2),hi,PRON,SUFFIX|PRON:3MS,هِ,
(18:96:19:1),qiTorFA,N,STEM|POS:N|LEM:qiTor|ROOT:qTr|M|INDEF|ACC,قِطْرًا,
(18:97:1:1),fa,REM,PREFIX|f:REM+,فَ,
(18:97:1:2),maA,NEG,STEM|POS:NEG|LEM:maA,مَا,
(18:97:2:1),{soTa`Eu,V,STEM|POS:V|PERF|(X)|LEM:{sotaTaAEa|ROOT:TwE|3MP,ٱسْطَٰعُ,
(18:97:2:2),w^A@,PRON,SUFFIX|PRON:3MP,و^ا@,
(18:97:3:1),>an,SUB,STEM|POS:SUB|LEM:>an,أَن,
(18:97:4:1),yaZoharu,V,STEM|POS:V|IMPF|LEM:Zahara|ROOT:Zhr|3MP|MOOD:SUBJ,يَظْهَرُ,
(18:97:4:2),w,PRON,SUFFIX|PRON:3MP,و,
(18:97:4:3),hu,PRON,SUFFIX|PRON:3MS,هُ,
(18:97:5:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(18:97:5:2),maA,NEG,STEM|POS:NEG|LEM:maA,مَا,
(18:97:6:1),{sotaTa`Eu,V,STEM|POS:V|PERF|(X)|LEM:{sotaTaAEa|ROOT:TwE|3MP,ٱسْتَطَٰعُ,
(18:97:6:2),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(18:97:7:1),la,P,PREFIX|l:P+,لَ,
(18:97:7:2),hu,,PRON,هُ,
(18:97:8:1),naqobFA,N,STEM|POS:N|LEM:naqob|ROOT:nqb|M|INDEF|ACC,نَقْبًا,
(18:98:1:1),qaAla,V,STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS,قَالَ,
(18:98:2:1),ha`*aA,DEM,STEM|POS:DEM|LEM:ha`*aA|MS,هَٰذَا,
(18:98:3:1),raHomapN,N,STEM|POS:N|LEM:raHomap|ROOT:rHm|F|INDEF|NOM,رَحْمَةٌ,
(18:98:4:1),m~in,P,STEM|POS:P|LEM:min,مِّن,
(18:98:5:1),r~ab~i,N,STEM|POS:N|LEM:rab~|ROOT:rbb|M|GEN,رَّبِّ,
(18:98:5:2),Y,PRON,SUFFIX|PRON:1S,ى,
(18:98:6:1),fa,REM,PREFIX|f:REM+,فَ,
(18:98:6:2),<i*aA,T,STEM|POS:T|LEM:<i*aA,إِذَا,
(18:98:7:1),jaA^'a,V,STEM|POS:V|PERF|LEM:jaA^'a|ROOT:jyA|3MS,جَا^ءَ,
(18:98:8:1),waEodu,N,STEM|POS:N|LEM:waEod|ROOT:wEd|M|NOM,وَعْدُ,
(18:98:9:1),rab~i,N,STEM|POS:N|LEM:rab~|ROOT:rbb|M|NOM,رَبِّ,
(18:98:9:2),Y,PRON,SUFFIX|PRON:1S,ى,
(18:98:10:1),jaEala,V,STEM|POS:V|PERF|LEM:jaEala|ROOT:jEl|3MS,جَعَلَ,
(18:98:10:2),hu,,PRON,هُ,
(18:98:11:1),dak~aA^'a,N,STEM|POS:N|LEM:dak~aA^'|ROOT:dkk|M|ACC,دَكَّا^ءَ,
(18:98:12:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(18:98:12:2),kaAna,V,STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS,كَانَ,
(18:98:13:1),waEodu,N,STEM|POS:N|LEM:waEod|ROOT:wEd|M|NOM,وَعْدُ,
(18:98:14:1),rab~i,N,STEM|POS:N|LEM:rab~|ROOT:rbb|M|NOM,رَبِّ,
(18:98:14:2),Y,PRON,SUFFIX|PRON:1S,ى,
(18:98:15:1),Haq~FA,N,STEM|POS:N|LEM:Haq~|ROOT:Hqq|M|INDEF|ACC,حَقًّا,
(18:99:1:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(18:99:1:2),tarako,V,STEM|POS:V|PERF|LEM:taraka|ROOT:trk|1P,تَرَكْ,
(18:99:1:3),naA,PRON,SUFFIX|PRON:1P,نَا,
(18:99:2:1),baEoDa,N,STEM|POS:N|LEM:baEoD|ROOT:bED|M|ACC,بَعْضَ,
(18:99:2:2),humo,PRON,SUFFIX|PRON:3MP,هُمْ,
(18:99:3:1),yawoma}i*K,T,STEM|POS:T|LEM:yawoma}i*,يَوْمَئِذٍ,
(18:99:4:1),yamuwju,V,STEM|POS:V|IMPF|LEM:yamuwju|ROOT:mwj|3MS,يَمُوجُ,
(18:99:5:1),fiY,P,STEM|POS:P|LEM:fiY,فِى,
(18:99:6:1),baEoDK,N,STEM|POS:N|LEM:baEoD|ROOT:bED|M|INDEF|GEN,بَعْضٍ,
(18:99:7:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(18:99:7:2),nufixa,V,STEM|POS:V|PERF|PASS|LEM:nafaxa|ROOT:nfx|3MS,نُفِخَ,
(18:99:8:1),fiY,P,STEM|POS:P|LEM:fiY,فِى,
(18:99:9:1),{l,DET,PREFIX|Al+,ٱل,
(18:99:9:2),S~uwri,N,STEM|POS:N|LEM:S~uwr|ROOT:Swr|M|GEN,صُّورِ,
(18:99:10:1),fa,REM,PREFIX|f:REM+,فَ,
(18:99:10:2),jamaEo,V,STEM|POS:V|PERF|LEM:jamaEa|ROOT:jmE|1P,جَمَعْ,
(18:99:10:3),na`,PRON,SUFFIX|PRON:1P,نَٰ,
(18:99:10:4),humo,PRON,SUFFIX|PRON:3MP,هُمْ,
(18:99:11:1),jamoEFA,N,STEM|POS:N|LEM:jamoE|ROOT:jmE|M|INDEF|ACC,جَمْعًا,
(18:100:1:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(18:100:1:2),EaraDo,V,STEM|POS:V|PERF|LEM:EaraDa|ROOT:ErD|1P,عَرَضْ,
(18:100:1:3),naA,PRON,SUFFIX|PRON:1P,نَا,
(18:100:2:1),jahan~ama,PN,STEM|POS:PN|LEM:jahan~am|GEN,جَهَنَّمَ,
(18:100:3:1),yawoma}i*K,T,STEM|POS:T|LEM:yawoma}i*,يَوْمَئِذٍ,
(18:100:4:1),l~i,P,PREFIX|l:P+,لِّ,
(18:100:4:2),lo,DET,PREFIX|Al+,لْ,
(18:100:4:3),ka`firiyna,N,STEM|POS:N|ACT|PCPL|LEM:ka`firuwn|ROOT:kfr|MP|GEN,كَٰفِرِينَ,
(18:100:5:1),EaroDFA,N,STEM|POS:N|LEM:EaroD|ROOT:ErD|M|INDEF|ACC,عَرْضًا,
(18:101:1:1),{l~a*iyna,REL,STEM|POS:REL|LEM:{l~a*iY|MP,ٱلَّذِينَ,
(18:101:2:1),kaAnato,V,STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3FS,كَانَتْ,
(18:101:3:1),>aEoyunu,N,STEM|POS:N|LEM:Eayon|ROOT:Eyn|FP|NOM,أَعْيُنُ,
(18:101:3:2),humo,PRON,SUFFIX|PRON:3MP,هُمْ,
(18:101:4:1),fiY,P,STEM|POS:P|LEM:fiY,فِى,
(18:101:5:1),giTaA^'K,N,STEM|POS:N|LEM:giTaA^'|ROOT:gTw|M|INDEF|GEN,غِطَا^ءٍ,
(18:101:6:1),Ean,P,STEM|POS:P|LEM:Ean,عَن,
(18:101:7:1),*ikori,N,STEM|POS:N|VN|LEM:*ikor|ROOT:*kr|M|GEN,ذِكْرِ,
(18:101:7:2),Y,PRON,SUFFIX|PRON:1S,ى,
(18:101:8:1),wa,CONJ,PREFIX|w:CONJ+,وَ,
(18:101:8:2),kaAnu,V,STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MP,كَانُ,
(18:101:8:3),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(18:101:9:1),laA,NEG,STEM|POS:NEG|LEM:laA,لَا,
(18:101:10:1),yasotaTiyEu,V,STEM|POS:V|IMPF|(X)|LEM:{sotaTaAEa|ROOT:TwE|3MP,يَسْتَطِيعُ,
(18:101:10:2),wna,PRON,SUFFIX|PRON:3MP,ونَ,
(18:101:11:1),samoEFA,N,STEM|POS:N|LEM:samoE|ROOT:smE|M|INDEF|ACC,سَمْعًا,
(18:102:1:1),>a,INTG,PREFIX|A:INTG+,أَ,
(18:102:1:2),fa,SUP,PREFIX|f:SUP+,فَ,
(18:102:1:3),Hasiba,V,STEM|POS:V|PERF|LEM:Hasiba|ROOT:Hsb|3MS,حَسِبَ,
(18:102:2:1),{l~a*iyna,REL,STEM|POS:REL|LEM:{l~a*iY|MP,ٱلَّذِينَ,
(18:102:3:1),kafaru,V,STEM|POS:V|PERF|LEM:kafara|ROOT:kfr|3MP,كَفَرُ,
(18:102:3:2),w^A@,PRON,SUFFIX|PRON:3MP,و^ا@,
(18:102:4:1),>an,SUB,STEM|POS:SUB|LEM:>an,أَن,
(18:102:5:1),yat~axi*u,V,STEM|POS:V|IMPF|(VIII)|LEM:{t~axa*a|ROOT:Ax*|3MP|MOOD:SUBJ,يَتَّخِذُ,
(18:102:5:2),wA@,PRON,SUFFIX|PRON:3MP,وا@,
(18:102:6:1),EibaAdi,N,STEM|POS:N|LEM:Eabod|ROOT:Ebd|MP|NOM,عِبَادِ,
(18:102:6:2),Y,PRON,SUFFIX|PRON:1S,ى,
(18:102:7:1),min,P,STEM|POS:P|LEM:min,مِن,
(18:102:8:1),duwni,N,STEM|POS:N|LEM:duwn|ROOT:dwn|GEN,دُونِ,
(18:102:8:2),Y^,PRON,SUFFIX|PRON:1S,ى^,
(18:102:9:1),>awoliyaA^'a,N,STEM|POS:N|LEM:waliY~|ROOT:wly|MP|ACC,أَوْلِيَا^ءَ,
(18:102:10:1),<in~a,ACC,STEM|POS:ACC|LEM:<in~|SP:<in~,إِنَّ,
(18:102:10:2),A^,PRON,SUFFIX|PRON:1P,ا^,
(18:102:11:1),>aEotado,V,STEM|POS:V|PERF|(IV)|LEM:>aEotadato|ROOT:Etd|1P,أَعْتَدْ,
(18:102:11:2),naA,PRON,SUFFIX|PRON:1P,نَا,
(18:102:12:1),jahan~ama,PN,STEM|POS:PN|LEM:jahan~am|GEN,جَهَنَّمَ,
(18:102:13:1),li,P,PREFIX|l:P+,لِ,
(18:102:13:2),lo,DET,PREFIX|Al+,لْ,
(18:102:13:3),ka`firiyna,N,STEM|POS:N|ACT|PCPL|LEM:ka`firuwn|ROOT:kfr|MP|GEN,كَٰفِرِينَ,
(18:102:14:1),nuzulFA,N,STEM|POS:N|LEM:nuzul|ROOT:nzl|INDEF|ACC,نُزُلًا,
(18:103:1:1),qulo,V,STEM|POS:V|IMPV|LEM:qaAla|ROOT:qwl|2MS,قُلْ,
(18:103:2:1),halo,INTG,STEM|POS:INTG|LEM:hal,هَلْ,
(18:103:3:1),nunab~i}u,V,STEM|POS:V|IMPF|(II)|LEM:nab~a>a|ROOT:nbA|1P,نُنَبِّئُ,
(18:103:3:2),kum,PRON,SUFFIX|PRON:2MP,كُم,
(18:103:4:1),bi,P,PREFIX|bi+,بِ,
(18:103:4:2),{lo,DET,PREFIX|Al+,ٱلْ,
(18:103:4:3),>axosariyna,N,STEM|POS:N|LEM:>axosariyn|ROOT:xsr|MP|GEN,أَخْسَرِينَ,
(18:103:5:1),>aEoma`lFA,N,STEM|POS:N|LEM:Eamal|ROOT:Eml|MP|INDEF|ACC,أَعْمَٰلًا,
(18:104:1:1),{l~a*iyna,REL,STEM|POS:REL|LEM:{l~a*iY|MP,ٱلَّذِينَ,
(18:104:2:1),Dal~a,V,STEM|POS:V|PERF|LEM:Dal~a|ROOT:Dll|3MS,ضَلَّ,
